name,body,kind,type,category,theme,color,lat,lon,lod,dimension,description
Sholem Aleichem,Mercury,surface,Crater,crater,crater,#ff5faa,50.92,90.48,4,,Sholem Aleichem is an impact crater 196 km across on Mercury
Steichen,Mercury,surface,Crater,crater,crater,#ff5faa,-12.79,282.96,4,,Steichen is an impact crater 196 km across on Mercury
Dürer,Mercury,surface,Crater,crater,crater,#ff5faa,21.51,118.98,4,,Dürer is an impact crater 195 km across on Mercury
Chekhov,Mercury,surface,Crater,crater,crater,#ff5faa,-36.2,61.23,4,,Chekhov is an impact crater 194 km across on Mercury
Munkácsy,Mercury,surface,Crater,crater,crater,#ff5faa,21.95,258.86,4,,Munkácsy is an impact crater 193 km across on Mercury
Mendes Pinto,Mercury,surface,Crater,crater,crater,#ff5faa,-61.65,17.57,4,,Mendes Pinto is an impact crater 192 km across on Mercury
Smetana,Mercury,surface,Crater,crater,crater,#ff5faa,-48.25,70.17,4,,Smetana is an impact crater 191 km across on Mercury
Schubert,Mercury,surface,Crater,crater,crater,#ff5faa,-43.21,54.26,2,,Schubert is an impact crater 190 km across on Mercury
Matisse,Mercury,surface,Crater,crater,crater,#ff5faa,-23.83,90.05,4,,Matisse is an impact crater 189 km across on Mercury
Strindberg,Mercury,surface,Crater,crater,crater,#ff5faa,53.41,136.67,2,,Strindberg is an impact crater 189 km across on Mercury
Caravaggio,Mercury,surface,Crater,crater,crater,#ff5faa,3.18,272.76,4,,Caravaggio is an impact crater 185 km across on Mercury
Riemenschneider,Mercury,surface,Crater,crater,crater,#ff5faa,-52.75,99.95,5,,Riemenschneider is an impact crater 183 km across on Mercury
Milton,Mercury,surface,Crater,crater,crater,#ff5faa,-26.13,175.06,5,,Milton is an impact crater 180 km across on Mercury
Carleton,Mercury,surface,Crater,crater,crater,#ff5faa,-52.2,303.4,5,,Carleton is an impact crater 177 km across on Mercury
Dali,Mercury,surface,Crater,crater,crater,#ff5faa,45.16,240.26,5,,Dali is an impact crater 176 km across on Mercury
Lange,Mercury,surface,Crater,crater,crater,#ff5faa,6.28,259.53,5,,Lange is an impact crater 176 km across on Mercury
Aksakov,Mercury,surface,Crater,crater,crater,#ff5faa,34.71,78.74,5,,Aksakov is an impact crater 174 km across on Mercury
Izquierdo,Mercury,surface,Crater,crater,crater,#ff5faa,-1.66,252.96,5,,Izquierdo is an impact crater 174 km across on Mercury
Chaikovskij,Mercury,surface,Crater,crater,crater,#ff5faa,7.86,50.93,5,,Chaikovskij is an impact crater 171 km across on Mercury
Shelley,Mercury,surface,Crater,crater,crater,#ff5faa,-47.69,128.27,5,,Shelley is an impact crater 171 km across on Mercury
Holst,Mercury,surface,Crater,crater,crater,#ff5faa,-17.42,315.04,5,,Holst is an impact crater 170 km across on Mercury
Bernini,Mercury,surface,Crater,crater,crater,#ff5faa,-80.32,140.97,5,,Bernini is an impact crater 168 km across on Mercury
Faulkner,Mercury,surface,Crater,crater,crater,#ff5faa,8.08,283.03,5,,Faulkner is an impact crater 168 km across on Mercury
Phidias,Mercury,surface,Crater,crater,crater,#ff5faa,8.97,149.73,5,,Phidias is an impact crater 168 km across on Mercury
Derain,Mercury,surface,Crater,crater,crater,#ff5faa,-9.0,340.3,5,,Derain is an impact crater 167 km across on Mercury
Jobim,Mercury,surface,Crater,crater,crater,#ff5faa,32.45,66.88,5,,Jobim is an impact crater 167 km across on Mercury
Petrarch,Mercury,surface,Crater,crater,crater,#ff5faa,-30.52,26.29,5,,Petrarch is an impact crater 167 km across on Mercury
Lermontov,Mercury,surface,Crater,crater,crater,#ff5faa,15.24,48.94,5,,Lermontov is an impact crater 166 km across on Mercury
Nabokov,Mercury,surface,Crater,crater,crater,#ff5faa,-14.56,304.24,5,,Nabokov is an impact crater 166 km across on Mercury
Wen Tianxiang,Mercury,surface,Crater,crater,crater,#ff5faa,-45.34,191.6,5,,Wen Tianxiang is an impact crater 166 km across on Mercury
Wang Meng,Mercury,surface,Crater,crater,crater,#ff5faa,8.53,104.12,5,,Wang Meng is an impact crater 165 km across on Mercury
Al-Hamadhani,Mercury,surface,Crater,crater,crater,#ff5faa,39.19,91.76,5,,Al-Hamadhani is an impact crater 164 km across on Mercury
Henri,Mercury,surface,Crater,crater,crater,#ff5faa,79.68,207.02,5,,Henri is an impact crater 164 km across on Mercury
Kipling,Mercury,surface,Crater,crater,crater,#ff5faa,-19.37,287.98,5,,Kipling is an impact crater 164 km across on Mercury
Travers,Mercury,surface,Crater,crater,crater,#ff5faa,-28.0,329.1,5,,Travers is an impact crater 164 km across on Mercury
Kālidāsā,Mercury,surface,Crater,crater,crater,#ff5faa,-18.21,179.82,5,,Kālidāsā is an impact crater 160 km across on Mercury
Ibsen,Mercury,surface,Crater,crater,crater,#ff5faa,-24.35,35.89,5,,Ibsen is an impact crater 159 km across on Mercury
Imhotep,Mercury,surface,Crater,crater,crater,#ff5faa,-17.97,37.48,5,,Imhotep is an impact crater 159 km across on Mercury
Delacroix,Mercury,surface,Crater,crater,crater,#ff5faa,-44.32,129.51,5,,Delacroix is an impact crater 158 km across on Mercury
Dowland,Mercury,surface,Crater,crater,crater,#ff5faa,-53.56,180.7,5,,Dowland is an impact crater 158 km across on Mercury
Rubens,Mercury,surface,Crater,crater,crater,#ff5faa,60.58,77.99,5,,Rubens is an impact crater 158 km across on Mercury
Sōtatsu,Mercury,surface,Crater,crater,crater,#ff5faa,-48.73,18.17,5,,Sōtatsu is an impact crater 157 km across on Mercury
Bramante,Mercury,surface,Crater,crater,crater,#ff5faa,-47.23,61.55,5,,Bramante is an impact crater 156 km across on Mercury
Derzhavin,Mercury,surface,Crater,crater,crater,#ff5faa,45.6,36.93,5,,Derzhavin is an impact crater 156 km across on Mercury
Lysippus,Mercury,surface,Crater,crater,crater,#ff5faa,1.03,132.75,5,,Lysippus is an impact crater 155 km across on Mercury
Stoddart,Mercury,surface,Crater,crater,crater,#ff5faa,-12.17,85.66,5,,Stoddart is an impact crater 155 km across on Mercury
Rabelais,Mercury,surface,Crater,crater,crater,#ff5faa,-60.53,61.81,5,,Rabelais is an impact crater 154 km across on Mercury
Pigalle,Mercury,surface,Crater,crater,crater,#ff5faa,-37.65,9.64,5,,Pigalle is an impact crater 153 km across on Mercury
Sullivan,Mercury,surface,Crater,crater,crater,#ff5faa,-16.19,86.88,5,,Sullivan is an impact crater 153 km across on Mercury
Boccaccio,Mercury,surface,Crater,crater,crater,#ff5faa,-80.99,23.01,5,,Boccaccio is an impact crater 152 km across on Mercury
Kurosawa,Mercury,surface,Crater,crater,crater,#ff5faa,-52.44,21.49,5,,Kurosawa is an impact crater 152 km across on Mercury
Alver,Mercury,surface,Crater,crater,crater,#ff5faa,-66.97,282.75,5,,Alver is an impact crater 151 km across on Mercury
Darío,Mercury,surface,Crater,crater,crater,#ff5faa,-26.28,9.51,5,,Darío is an impact crater 151 km across on Mercury
Magritte,Mercury,surface,Crater,crater,crater,#ff5faa,-72.78,238.37,5,,Magritte is an impact crater 149 km across on Mercury
Melville,Mercury,surface,Crater,crater,crater,#ff5faa,22.01,9.89,5,,Melville is an impact crater 146 km across on Mercury
Sayat-Nova,Mercury,surface,Crater,crater,crater,#ff5faa,-27.98,122.7,5,,Sayat-Nova is an impact crater 146 km across on Mercury
Liang K'ai,Mercury,surface,Crater,crater,crater,#ff5faa,-39.89,184.16,5,,Liang K'ai is an impact crater 145 km across on Mercury
Proust,Mercury,surface,Crater,crater,crater,#ff5faa,19.56,47.59,5,,Proust is an impact crater 145 km across on Mercury
Verdi,Mercury,surface,Crater,crater,crater,#ff5faa,64.36,169.71,5,,Verdi is an impact crater 145 km across on Mercury
Giotto,Mercury,surface,Crater,crater,crater,#ff5faa,12.46,56.48,5,,Giotto is an impact crater 144 km across on Mercury
Chŏng Ch'ŏl,Mercury,surface,Crater,crater,crater,#ff5faa,46.87,117.31,5,,Chŏng Ch'ŏl is an impact crater 143 km across on Mercury
Kuan Han-Ch'ing,Mercury,surface,Crater,crater,crater,#ff5faa,29.44,53.67,5,,Kuan Han-Ch'ing is an impact crater 143 km across on Mercury
Shevchenko,Mercury,surface,Crater,crater,crater,#ff5faa,-53.64,46.02,5,,Shevchenko is an impact crater 143 km across on Mercury
Mark Twain,Mercury,surface,Crater,crater,crater,#ff5faa,-10.91,138.28,5,,Mark Twain is an impact crater 142 km across on Mercury
Sophocles,Mercury,surface,Crater,crater,crater,#ff5faa,-6.95,146.04,5,,Sophocles is an impact crater 142 km across on Mercury
Chao Meng-Fu,Mercury,surface,Crater,crater,crater,#ff5faa,-88.42,156.36,5,,Chao Meng-Fu is an impact crater 141 km across on Mercury
Africanus Horton,Mercury,surface,Crater,crater,crater,#ff5faa,-50.96,41.19,5,,Africanus Horton is an impact crater 140 km across on Mercury
Bello,Mercury,surface,Crater,crater,crater,#ff5faa,-18.87,120.18,5,,Bello is an impact crater 139 km across on Mercury
Joplin,Mercury,surface,Crater,crater,crater,#ff5faa,-38.56,334.49,5,,Joplin is an impact crater 139 km across on Mercury
Lismer,Mercury,surface,Crater,crater,crater,#ff5faa,81.51,193.63,5,,Lismer is an impact crater 139 km across on Mercury
Molière,Mercury,surface,Crater,crater,crater,#ff5faa,15.4,17.71,5,,Molière is an impact crater 139 km across on Mercury
Goya,Mercury,surface,Crater,crater,crater,#ff5faa,-6.79,152.29,5,,Goya is an impact crater 138 km across on Mercury
Handel,Mercury,surface,Crater,crater,crater,#ff5faa,3.53,34.38,5,,Handel is an impact crater 138 km across on Mercury
Hiroshige,Mercury,surface,Crater,crater,crater,#ff5faa,-13.34,26.96,5,,Hiroshige is an impact crater 138 km across on Mercury
Sousa,Mercury,surface,Crater,crater,crater,#ff5faa,46.69,359.37,5,,Sousa is an impact crater 138 km across on Mercury
Ustad Isa,Mercury,surface,Crater,crater,crater,#ff5faa,-31.91,166.11,5,,Ustad Isa is an impact crater 138 km across on Mercury
Sei,Mercury,surface,Crater,crater,crater,#ff5faa,-64.61,88.59,5,,Sei is an impact crater 137 km across on Mercury
Botticelli,Mercury,surface,Crater,crater,crater,#ff5faa,63.63,112.35,5,,Botticelli is an impact crater 136 km across on Mercury
Kofi,Mercury,surface,Crater,crater,crater,#ff5faa,56.75,242.13,5,,Kofi is an impact crater 136 km across on Mercury
Takayoshi,Mercury,surface,Crater,crater,crater,#ff5faa,-37.23,163.82,5,,Takayoshi is an impact crater 136 km across on Mercury
Turgenev,Mercury,surface,Crater,crater,crater,#ff5faa,65.68,136.26,5,,Turgenev is an impact crater 136 km across on Mercury
Monteverdi,Mercury,surface,Crater,crater,crater,#ff5faa,64.49,81.01,5,,Monteverdi is an impact crater 134 km across on Mercury
Picasso,Mercury,surface,Crater,crater,crater,#ff5faa,3.44,309.76,5,,Picasso is an impact crater 134 km across on Mercury
Sinan,Mercury,surface,Crater,crater,crater,#ff5faa,15.46,30.59,5,,Sinan is an impact crater 134 km across on Mercury
Stevenson,Mercury,surface,Crater,crater,crater,#ff5faa,2.05,143.88,5,,Stevenson is an impact crater 134 km across on Mercury
Wagner,Mercury,surface,Crater,crater,crater,#ff5faa,-68.25,114.78,5,,Wagner is an impact crater 134 km across on Mercury
Duccio,Mercury,surface,Crater,crater,crater,#ff5faa,58.23,52.42,5,,Duccio is an impact crater 132 km across on Mercury
Murasaki,Mercury,surface,Crater,crater,crater,#ff5faa,-12.54,30.4,5,,Murasaki is an impact crater 132 km across on Mercury
Scarlatti,Mercury,surface,Crater,crater,crater,#ff5faa,40.7,101.16,5,,Scarlatti is an impact crater 132 km across on Mercury
Chopin,Mercury,surface,Crater,crater,crater,#ff5faa,-65.45,123.4,5,,Chopin is an impact crater 131 km across on Mercury
Sūr Dās,Mercury,surface,Crater,crater,crater,#ff5faa,-46.98,93.57,5,,Sūr Dās is an impact crater 131 km across on Mercury
Asawa,Mercury,surface,Crater,crater,crater,#ff5faa,27.26,315.28,5,,Asawa is an impact crater 130 km across on Mercury
Brunelleschi,Mercury,surface,Crater,crater,crater,#ff5faa,-8.94,22.51,5,,Brunelleschi is an impact crater 129 km across on Mercury
Eminescu,Mercury,surface,Crater,crater,crater,#ff5faa,10.66,245.79,5,,Eminescu is an impact crater 129 km across on Mercury
Rublev,Mercury,surface,Crater,crater,crater,#ff5faa,-15.12,157.08,5,,Rublev is an impact crater 129 km across on Mercury
Stravinsky,Mercury,surface,Crater,crater,crater,#ff5faa,51.95,78.9,5,,Stravinsky is an impact crater 129 km across on Mercury
Zeami,Mercury,surface,Crater,crater,crater,#ff5faa,-2.96,147.41,5,,Zeami is an impact crater 129 km across on Mercury
Velázquez,Mercury,surface,Crater,crater,crater,#ff5faa,37.59,55.43,5,,Velázquez is an impact crater 128 km across on Mercury
Yakovlev,Mercury,surface,Crater,crater,crater,#ff5faa,-41.3,162.8,5,,Yakovlev is an impact crater 128 km across on Mercury
Ahmad Baba,Mercury,surface,Crater,crater,crater,#ff5faa,58.33,128.35,5,,Ahmad Baba is an impact crater 126 km across on Mercury
Hemingway,Mercury,surface,Crater,crater,crater,#ff5faa,17.38,3.13,5,,Hemingway is an impact crater 126 km across on Mercury
Li Po,Mercury,surface,Crater,crater,crater,#ff5faa,17.1,35.69,5,,Li Po is an impact crater 126 km across on Mercury
Heaney,Mercury,surface,Crater,crater,crater,#ff5faa,-33.77,237.71,5,,Heaney is an impact crater 125 km across on Mercury
Polygnotus,Mercury,surface,Crater,crater,crater,#ff5faa,-0.13,69.26,5,,Polygnotus is an impact crater 124 km across on Mercury
Rūdaki,Mercury,surface,Crater,crater,crater,#ff5faa,-3.97,51.76,5,,Rūdaki is an impact crater 124 km across on Mercury
Ts'ai Wen-Chi,Mercury,surface,Crater,crater,crater,#ff5faa,23.47,23.15,5,,Ts'ai Wen-Chi is an impact crater 124 km across on Mercury
Barma,Mercury,surface,Crater,crater,crater,#ff5faa,-40.93,163.49,5,,Barma is an impact crater 123 km across on Mercury
Neumann,Mercury,surface,Crater,crater,crater,#ff5faa,-37.22,34.56,5,,Neumann is an impact crater 122 km across on Mercury
Oskison,Mercury,surface,Crater,crater,crater,#ff5faa,60.36,214.76,5,,Oskison is an impact crater 122 km across on Mercury
Unkei,Mercury,surface,Crater,crater,crater,#ff5faa,-31.79,62.6,5,,Unkei is an impact crater 121 km across on Mercury
Hawthorne,Mercury,surface,Crater,crater,crater,#ff5faa,-51.31,115.34,5,,Hawthorne is an impact crater 120 km across on Mercury
Ictinus,Mercury,surface,Crater,crater,crater,#ff5faa,-79.56,174.24,5,,Ictinus is an impact crater 120 km across on Mercury
Bartók,Mercury,surface,Crater,crater,crater,#ff5faa,-29.22,135.06,5,,Bartók is an impact crater 118 km across on Mercury
Hauptmann,Mercury,surface,Crater,crater,crater,#ff5faa,-23.7,180.41,5,,Hauptmann is an impact crater 118 km across on Mercury
Abu Nuwas,Mercury,surface,Crater,crater,crater,#ff5faa,17.63,21.19,5,,Abu Nuwas is an impact crater 117 km across on Mercury
Abedin,Mercury,surface,Crater,crater,crater,#ff5faa,61.73,10.66,5,,Abedin is an impact crater 116 km across on Mercury
Holbein,Mercury,surface,Crater,crater,crater,#ff5faa,36.16,29.84,5,,Holbein is an impact crater 115 km across on Mercury
Mussorgskij,Mercury,surface,Crater,crater,crater,#ff5faa,32.82,97.65,5,,Mussorgskij is an impact crater 115 km across on Mercury
Boethius,Mercury,surface,Crater,crater,crater,#ff5faa,-0.98,73.64,5,,Boethius is an impact crater 114 km across on Mercury
Hokusai,Mercury,surface,Crater,crater,crater,#ff5faa,57.84,343.35,5,,Hokusai is an impact crater 114 km across on Mercury
Disney,Mercury,surface,Crater,crater,crater,#ff5faa,-68.15,260.2,5,,Disney is an impact crater 113 km across on Mercury
Grainger,Mercury,surface,Crater,crater,crater,#ff5faa,-44.09,255.19,5,,Grainger is an impact crater 113 km across on Mercury
Khansa,Mercury,surface,Crater,crater,crater,#ff5faa,-58.95,51.94,5,,Khansa is an impact crater 113 km across on Mercury
Coleridge,Mercury,surface,Crater,crater,crater,#ff5faa,-55.67,66.6,5,,Coleridge is an impact crater 112 km across on Mercury
Neruda,Mercury,surface,Crater,crater,crater,#ff5faa,-52.66,234.21,5,,Neruda is an impact crater 112 km across on Mercury
Prokofiev,Mercury,surface,Crater,crater,crater,#ff5faa,85.77,297.08,5,,Prokofiev is an impact crater 112 km across on Mercury
Roerich,Mercury,surface,Crater,crater,crater,#ff5faa,-84.39,58.94,5,,Roerich is an impact crater 112 km across on Mercury
Thākur,Mercury,surface,Crater,crater,crater,#ff5faa,-3.05,64.57,5,,Thākur is an impact crater 111 km across on Mercury
Bulsara,Mercury,surface,Crater,crater,crater,#ff5faa,-34.16,300.0,5,,Bulsara is an impact crater 110 km across on Mercury
Ghiberti,Mercury,surface,Crater,crater,crater,#ff5faa,-48.55,80.15,5,,Ghiberti is an impact crater 110 km across on Mercury
Kerouac,Mercury,surface,Crater,crater,crater,#ff5faa,25.21,230.9,5,,Kerouac is an impact crater 110 km across on Mercury
Ts'ao Chan,Mercury,surface,Crater,crater,crater,#ff5faa,-13.31,142.35,5,,Ts'ao Chan is an impact crater 110 km across on Mercury
Andal,Mercury,surface,Crater,crater,crater,#ff5faa,-47.52,37.71,5,,Andal is an impact crater 109 km across on Mercury
Titian,Mercury,surface,Crater,crater,crater,#ff5faa,-3.69,42.53,5,,Titian is an impact crater 109 km across on Mercury
Wu Shujuan,Mercury,surface,Crater,crater,crater,#ff5faa,-70.8,346.73,5,,Wu Shujuan is an impact crater 109 km across on Mercury
Carducci,Mercury,surface,Crater,crater,crater,#ff5faa,-36.54,90.39,5,,Carducci is an impact crater 108 km across on Mercury
Keats,Mercury,surface,Crater,crater,crater,#ff5faa,-70.31,156.65,5,,Keats is an impact crater 108 km across on Mercury
Vincente,Mercury,surface,Crater,crater,crater,#ff5faa,-56.75,142.96,5,,Vincente is an impact crater 108 km across on Mercury
Byron,Mercury,surface,Crater,crater,crater,#ff5faa,-8.44,33.0,5,,Byron is an impact crater 107 km across on Mercury
Harunobu,Mercury,surface,Crater,crater,crater,#ff5faa,14.88,140.93,5,,Harunobu is an impact crater 107 km across on Mercury
Akutagawa,Mercury,surface,Crater,crater,crater,#ff5faa,48.25,141.09,5,,Akutagawa is an impact crater 106 km across on Mercury
Alencar,Mercury,surface,Crater,crater,crater,#ff5faa,-63.64,103.78,5,,Alencar is an impact crater 106 km across on Mercury
Gibran,Mercury,surface,Crater,crater,crater,#ff5faa,35.73,111.44,5,,Gibran is an impact crater 106 km across on Mercury
Amaral,Mercury,surface,Crater,crater,crater,#ff5faa,-26.49,242.18,5,,Amaral is an impact crater 105 km across on Mercury
Enheduanna,Mercury,surface,Crater,crater,crater,#ff5faa,48.34,33.59,5,,Enheduanna is an impact crater 105 km across on Mercury
Hitomaro,Mercury,surface,Crater,crater,crater,#ff5faa,-16.07,15.65,5,,Hitomaro is an impact crater 105 km across on Mercury
Kenkō,Mercury,surface,Crater,crater,crater,#ff5faa,-21.35,16.16,5,,Kenkō is an impact crater 105 km across on Mercury
Balagtas,Mercury,surface,Crater,crater,crater,#ff5faa,-22.56,13.9,5,,Balagtas is an impact crater 104 km across on Mercury
Machaut,Mercury,surface,Crater,crater,crater,#ff5faa,-2.05,82.37,5,,Machaut is an impact crater 104 km across on Mercury
Mahler,Mercury,surface,Crater,crater,crater,#ff5faa,-19.68,18.82,5,,Mahler is an impact crater 104 km across on Mercury
Mickiewicz,Mercury,surface,Crater,crater,crater,#ff5faa,23.15,103.23,5,,Mickiewicz is an impact crater 103 km across on Mercury
Mofolo,Mercury,surface,Crater,crater,crater,#ff5faa,-37.68,28.22,5,,Mofolo is an impact crater 103 km across on Mercury
Equiano,Mercury,surface,Crater,crater,crater,#ff5faa,-40.0,30.59,5,,Equiano is an impact crater 102 km across on Mercury
